id;code;descr;category;stock;price
8960;SKU-18953;Item 18953 Vídeo - Modelo 54;Vídeo;31;1591.81
8961;SKU-18954;Item 18954 Computadores - Modelo 55;Computadores;38;1595.28
8962;SKU-18955;Item 18955 Redes - Modelo 56;Redes;45;1598.75
8963;SKU-18956;Item 18956 Impressão - Modelo 57;Impressão;52;1602.22
8964;SKU-18957;Item 18957 Acessórios - Modelo 58;Acessórios;59;1605.69
8965;SKU-18958;Item 18958 Armazenamento - Modelo 59;Armazenamento;66;1609.16
8966;SKU-18959;Item 18959 Energia - Modelo 60;Energia;73;1612.63
8967;SKU-18960;Item 18960 Periféricos - Modelo 61;Periféricos;80;1616.10
8968;SKU-18961;Item 18961 Monitores - Modelo 62;Monitores;87;1619.57
8969;SKU-18962;Item 18962 Áudio - Modelo 63;Áudio;94;1623.04
8970;SKU-18963;Item 18963 Vídeo - Modelo 64;Vídeo;101;1626.51
8971;SKU-18964;Item 18964 Computadores - Modelo 65;Computadores;108;1629.98
8972;SKU-18965;Item 18965 Redes - Modelo 66;Redes;115;1633.45
8973;SKU-18966;Item 18966 Impressão - Modelo 67;Impressão;2;1636.92
8974;SKU-18967;Item 18967 Acessórios - Modelo 68;Acessórios;9;1640.39
8975;SKU-18968;Item 18968 Armazenamento - Modelo 69;Armazenamento;16;1643.86
8976;SKU-18969;Item 18969 Energia - Modelo 70;Energia;23;1647.33
8977;SKU-18970;Item 18970 Periféricos - Modelo 71;Periféricos;30;1650.80
8978;SKU-18971;Item 18971 Monitores - Modelo 72;Monitores;37;1654.27
8979;SKU-18972;Item 18972 Áudio - Modelo 73;Áudio;44;1657.74
8980;SKU-18973;Item 18973 Vídeo - Modelo 74;Vídeo;51;1661.21
8981;SKU-18974;Item 18974 Computadores - Modelo 75;Computadores;58;1664.68
8982;SKU-18975;Item 18975 Redes - Modelo 76;Redes;65;1668.15
8983;SKU-18976;Item 18976 Impressão - Modelo 77;Impressão;72;1671.62
8984;SKU-18977;Item 18977 Acessórios - Modelo 78;Acessórios;79;1675.09
8985;SKU-18978;Item 18978 Armazenamento - Modelo 79;Armazenamento;86;1678.56
8986;SKU-18979;Item 18979 Energia - Modelo 80;Energia;93;1682.03
8987;SKU-18980;Item 18980 Periféricos - Modelo 81;Periféricos;100;1685.50
8988;SKU-18981;Item 18981 Monitores - Modelo 82;Monitores;107;1688.97
8989;SKU-18982;Item 18982 Áudio - Modelo 83;Áudio;114;1692.44
8990;SKU-18983;Item 18983 Vídeo - Modelo 84;Vídeo;1;1695.91
8991;SKU-18984;Item 18984 Computadores - Modelo 85;Computadores;8;1699.38
8992;SKU-18985;Item 18985 Redes - Modelo 86;Redes;15;1702.85
8993;SKU-18986;Item 18986 Impressão - Modelo 87;Impressão;22;1706.32
8994;SKU-18987;Item 18987 Acessórios - Modelo 88;Acessórios;29;1709.79
8995;SKU-18988;Item 18988 Armazenamento - Modelo 89;Armazenamento;36;1713.26
8996;SKU-18989;Item 18989 Energia - Modelo 90;Energia;43;1716.73
8997;SKU-18990;Item 18990 Periféricos - Modelo 91;Periféricos;50;1720.20
8998;SKU-18991;Item 18991 Monitores - Modelo 92;Monitores;57;1723.67
8999;SKU-18992;Item 18992 Áudio - Modelo 93;Áudio;64;1727.14
9000;SKU-18993;Item 18993 Vídeo - Modelo 94;Vídeo;71;1730.61
9001;SKU-18994;Item 18994 Computadores - Modelo 95;Computadores;78;1734.08
9002;SKU-18995;Item 18995 Redes - Modelo 96;Redes;85;1737.55
9003;SKU-18996;Item 18996 Impressão - Modelo 97;Impressão;92;1741.02
9004;SKU-18997;Item 18997 Acessórios - Modelo 98;Acessórios;99;1744.49
9005;SKU-18998;Item 18998 Armazenamento - Modelo 99;Armazenamento;106;1747.96
9006;SKU-18999;Item 18999 Energia - Modelo 100;Energia;113;1751.43
9007;SKU-19000;Item 19000 Periféricos - Modelo 1;Periféricos;0;19.90
9008;SKU-19001;Item 19001 Monitores - Modelo 2;Monitores;7;23.37
9009;SKU-19002;Item 19002 Áudio - Modelo 3;Áudio;14;26.84
9010;SKU-19003;Item 19003 Vídeo - Modelo 4;Vídeo;21;30.31
9011;SKU-19004;Item 19004 Computadores - Modelo 5;Computadores;28;33.78
9012;SKU-19005;Item 19005 Redes - Modelo 6;Redes;35;37.25
9013;SKU-19006;Item 19006 Impressão - Modelo 7;Impressão;42;40.72
9014;SKU-19007;Item 19007 Acessórios - Modelo 8;Acessórios;49;44.19
9015;SKU-19008;Item 19008 Armazenamento - Modelo 9;Armazenamento;56;47.66
9016;SKU-19009;Item 19009 Energia - Modelo 10;Energia;63;51.13
9017;SKU-19010;Item 19010 Periféricos - Modelo 11;Periféricos;70;54.60
9018;SKU-19011;Item 19011 Monitores - Modelo 12;Monitores;77;58.07
9019;SKU-19012;Item 19012 Áudio - Modelo 13;Áudio;84;61.54
9020;SKU-19013;Item 19013 Vídeo - Modelo 14;Vídeo;91;65.01
9021;SKU-19014;Item 19014 Computadores - Modelo 15;Computadores;98;68.48
9022;SKU-19015;Item 19015 Redes - Modelo 16;Redes;105;71.95
9023;SKU-19016;Item 19016 Impressão - Modelo 17;Impressão;112;75.42
9024;SKU-19017;Item 19017 Acessórios - Modelo 18;Acessórios;119;78.89
9025;SKU-19018;Item 19018 Armazenamento - Modelo 19;Armazenamento;6;82.36
9026;SKU-19019;Item 19019 Energia - Modelo 20;Energia;13;85.83
9027;SKU-19020;Item 19020 Periféricos - Modelo 21;Periféricos;20;89.30
9028;SKU-19021;Item 19021 Monitores - Modelo 22;Monitores;27;92.77
9029;SKU-19022;Item 19022 Áudio - Modelo 23;Áudio;34;96.24
9030;SKU-19023;Item 19023 Vídeo - Modelo 24;Vídeo;41;99.71
9031;SKU-19024;Item 19024 Computadores - Modelo 25;Computadores;48;103.18
9032;SKU-19025;Item 19025 Redes - Modelo 26;Redes;55;106.65
9033;SKU-19026;Item 19026 Impressão - Modelo 27;Impressão;62;110.12
9034;SKU-19027;Item 19027 Acessórios - Modelo 28;Acessórios;69;113.59
9035;SKU-19028;Item 19028 Armazenamento - Modelo 29;Armazenamento;76;117.06
9036;SKU-19029;Item 19029 Energia - Modelo 30;Energia;83;120.53
9037;SKU-19030;Item 19030 Periféricos - Modelo 31;Periféricos;90;124.00
9038;SKU-19031;Item 19031 Monitores - Modelo 32;Monitores;97;127.47
9039;SKU-19032;Item 19032 Áudio - Modelo 33;Áudio;104;130.94
9040;SKU-19033;Item 19033 Vídeo - Modelo 34;Vídeo;111;134.41
9041;SKU-19034;Item 19034 Computadores - Modelo 35;Computadores;118;137.88
9042;SKU-19035;Item 19035 Redes - Modelo 36;Redes;5;141.35
9043;SKU-19036;Item 19036 Impressão - Modelo 37;Impressão;12;144.82
9044;SKU-19037;Item 19037 Acessórios - Modelo 38;Acessórios;19;148.29
9045;SKU-19038;Item 19038 Armazenamento - Modelo 39;Armazenamento;26;151.76
9046;SKU-19039;Item 19039 Energia - Modelo 40;Energia;33;155.23
9047;SKU-19040;Item 19040 Periféricos - Modelo 41;Periféricos;40;158.70
9048;SKU-19041;Item 19041 Monitores - Modelo 42;Monitores;47;162.17
9049;SKU-19042;Item 19042 Áudio - Modelo 43;Áudio;54;165.64
9050;SKU-19043;Item 19043 Vídeo - Modelo 44;Vídeo;61;169.11
9051;SKU-19044;Item 19044 Computadores - Modelo 45;Computadores;68;172.58
9052;SKU-19045;Item 19045 Redes - Modelo 46;Redes;75;176.05
9053;SKU-19046;Item 19046 Impressão - Modelo 47;Impressão;82;179.52
9054;SKU-19047;Item 19047 Acessórios - Modelo 48;Acessórios;89;182.99
9055;SKU-19048;Item 19048 Armazenamento - Modelo 49;Armazenamento;96;186.46
9056;SKU-19049;Item 19049 Energia - Modelo 50;Energia;103;189.93
9057;SKU-19050;Item 19050 Periféricos - Modelo 51;Periféricos;110;193.40
9058;SKU-19051;Item 19051 Monitores - Modelo 52;Monitores;117;196.87
9059;SKU-19052;Item 19052 Áudio - Modelo 53;Áudio;4;200.34
9060;SKU-19053;Item 19053 Vídeo - Modelo 54;Vídeo;11;203.81
9061;SKU-19054;Item 19054 Computadores - Modelo 55;Computadores;18;207.28
9062;SKU-19055;Item 19055 Redes - Modelo 56;Redes;25;210.75
9063;SKU-19056;Item 19056 Impressão - Modelo 57;Impressão;32;214.22
9064;SKU-19057;Item 19057 Acessórios - Modelo 58;Acessórios;39;217.69
9065;SKU-19058;Item 19058 Armazenamento - Modelo 59;Armazenamento;46;221.16
9066;SKU-19059;Item 19059 Energia - Modelo 60;Energia;53;224.63
9067;SKU-19060;Item 19060 Periféricos - Modelo 61;Periféricos;60;228.10
9068;SKU-19061;Item 19061 Monitores - Modelo 62;Monitores;67;231.57
9069;SKU-19062;Item 19062 Áudio - Modelo 63;Áudio;74;235.04
9070;SKU-19063;Item 19063 Vídeo - Modelo 64;Vídeo;81;238.51
9071;SKU-19064;Item 19064 Computadores - Modelo 65;Computadores;88;241.98
9072;SKU-19065;Item 19065 Redes - Modelo 66;Redes;95;245.45
9073;SKU-19066;Item 19066 Impressão - Modelo 67;Impressão;102;248.92
9074;SKU-19067;Item 19067 Acessórios - Modelo 68;Acessórios;109;252.39
9075;SKU-19068;Item 19068 Armazenamento - Modelo 69;Armazenamento;116;255.86
9076;SKU-19069;Item 19069 Energia - Modelo 70;Energia;3;259.33
9077;SKU-19070;Item 19070 Periféricos - Modelo 71;Periféricos;10;262.80
9078;SKU-19071;Item 19071 Monitores - Modelo 72;Monitores;17;266.27
9079;SKU-19072;Item 19072 Áudio - Modelo 73;Áudio;24;269.74
9080;SKU-19073;Item 19073 Vídeo - Modelo 74;Vídeo;31;273.21
9081;SKU-19074;Item 19074 Computadores - Modelo 75;Computadores;38;276.68
9082;SKU-19075;Item 19075 Redes - Modelo 76;Redes;45;280.15
9083;SKU-19076;Item 19076 Impressão - Modelo 77;Impressão;52;283.62
9084;SKU-19077;Item 19077 Acessórios - Modelo 78;Acessórios;59;287.09
9085;SKU-19078;Item 19078 Armazenamento - Modelo 79;Armazenamento;66;290.56
9086;SKU-19079;Item 19079 Energia - Modelo 80;Energia;73;294.03
9087;SKU-19080;Item 19080 Periféricos - Modelo 81;Periféricos;80;297.50
9088;SKU-19081;Item 19081 Monitores - Modelo 82;Monitores;87;300.97
9089;SKU-19082;Item 19082 Áudio - Modelo 83;Áudio;94;304.44
9090;SKU-19083;Item 19083 Vídeo - Modelo 84;Vídeo;101;307.91
9091;SKU-19084;Item 19084 Computadores - Modelo 85;Computadores;108;311.38
9092;SKU-19085;Item 19085 Redes - Modelo 86;Redes;115;314.85
9093;SKU-19086;Item 19086 Impressão - Modelo 87;Impressão;2;318.32
9094;SKU-19087;Item 19087 Acessórios - Modelo 88;Acessórios;9;321.79
9095;SKU-19088;Item 19088 Armazenamento - Modelo 89;Armazenamento;16;325.26
9096;SKU-19089;Item 19089 Energia - Modelo 90;Energia;23;328.73
9097;SKU-19090;Item 19090 Periféricos - Modelo 91;Periféricos;30;332.20
9098;SKU-19091;Item 19091 Monitores - Modelo 92;Monitores;37;335.67
9099;SKU-19092;Item 19092 Áudio - Modelo 93;Áudio;44;339.14
9100;SKU-19093;Item 19093 Vídeo - Modelo 94;Vídeo;51;342.61
9101;SKU-19094;Item 19094 Computadores - Modelo 95;Computadores;58;346.08
9102;SKU-19095;Item 19095 Redes - Modelo 96;Redes;65;349.55
9103;SKU-19096;Item 19096 Impressão - Modelo 97;Impressão;72;353.02
9104;SKU-19097;Item 19097 Acessórios - Modelo 98;Acessórios;79;356.49
9105;SKU-19098;Item 19098 Armazenamento - Modelo 99;Armazenamento;86;359.96
9106;SKU-19099;Item 19099 Energia - Modelo 100;Energia;93;363.43
9107;SKU-19100;Item 19100 Periféricos - Modelo 1;Periféricos;100;366.90
9108;SKU-19101;Item 19101 Monitores - Modelo 2;Monitores;107;370.37
9109;SKU-19102;Item 19102 Áudio - Modelo 3;Áudio;114;373.84
9110;SKU-19103;Item 19103 Vídeo - Modelo 4;Vídeo;1;377.31
9111;SKU-19104;Item 19104 Computadores - Modelo 5;Computadores;8;380.78
9112;SKU-19105;Item 19105 Redes - Modelo 6;Redes;15;384.25
9113;SKU-19106;Item 19106 Impressão - Modelo 7;Impressão;22;387.72
9114;SKU-19107;Item 19107 Acessórios - Modelo 8;Acessórios;29;391.19
9115;SKU-19108;Item 19108 Armazenamento - Modelo 9;Armazenamento;36;394.66
9116;SKU-19109;Item 19109 Energia - Modelo 10;Energia;43;398.13
9117;SKU-19110;Item 19110 Periféricos - Modelo 11;Periféricos;50;401.60
9118;SKU-19111;Item 19111 Monitores - Modelo 12;Monitores;57;405.07
9119;SKU-19112;Item 19112 Áudio - Modelo 13;Áudio;64;408.54
9120;SKU-19113;Item 19113 Vídeo - Modelo 14;Vídeo;71;412.01
9121;SKU-19114;Item 19114 Computadores - Modelo 15;Computadores;78;415.48
9122;SKU-19115;Item 19115 Redes - Modelo 16;Redes;85;418.95
9123;SKU-19116;Item 19116 Impressão - Modelo 17;Impressão;92;422.42
9124;SKU-19117;Item 19117 Acessórios - Modelo 18;Acessórios;99;425.89
9125;SKU-19118;Item 19118 Armazenamento - Modelo 19;Armazenamento;106;429.36
9126;SKU-19119;Item 19119 Energia - Modelo 20;Energia;113;432.83
9127;SKU-19120;Item 19120 Periféricos - Modelo 21;Periféricos;0;436.30
9128;SKU-19121;Item 19121 Monitores - Modelo 22;Monitores;7;439.77
9129;SKU-19122;Item 19122 Áudio - Modelo 23;Áudio;14;443.24
9130;SKU-19123;Item 19123 Vídeo - Modelo 24;Vídeo;21;446.71
9131;SKU-19124;Item 19124 Computadores - Modelo 25;Computadores;28;450.18
9132;SKU-19125;Item 19125 Redes - Modelo 26;Redes;35;453.65
9133;SKU-19126;Item 19126 Impressão - Modelo 27;Impressão;42;457.12
9134;SKU-19127;Item 19127 Acessórios - Modelo 28;Acessórios;49;460.59
9135;SKU-19128;Item 19128 Armazenamento - Modelo 29;Armazenamento;56;464.06
9136;SKU-19129;Item 19129 Energia - Modelo 30;Energia;63;467.53
9137;SKU-19130;Item 19130 Periféricos - Modelo 31;Periféricos;70;471.00
9138;SKU-19131;Item 19131 Monitores - Modelo 32;Monitores;77;474.47
9139;SKU-19132;Item 19132 Áudio - Modelo 33;Áudio;84;477.94
9140;SKU-19133;Item 19133 Vídeo - Modelo 34;Vídeo;91;481.41
9141;SKU-19134;Item 19134 Computadores - Modelo 35;Computadores;98;484.88
9142;SKU-19135;Item 19135 Redes - Modelo 36;Redes;105;488.35
9143;SKU-19136;Item 19136 Impressão - Modelo 37;Impressão;112;491.82
9144;SKU-19137;Item 19137 Acessórios - Modelo 38;Acessórios;119;495.29
9145;SKU-19138;Item 19138 Armazenamento - Modelo 39;Armazenamento;6;498.76
9146;SKU-19139;Item 19139 Energia - Modelo 40;Energia;13;502.23
9147;SKU-19140;Item 19140 Periféricos - Modelo 41;Periféricos;20;505.70
9148;SKU-19141;Item 19141 Monitores - Modelo 42;Monitores;27;509.17
9149;SKU-19142;Item 19142 Áudio - Modelo 43;Áudio;34;512.64
9150;SKU-19143;Item 19143 Vídeo - Modelo 44;Vídeo;41;516.11
9151;SKU-19144;Item 19144 Computadores - Modelo 45;Computadores;48;519.58
9152;SKU-19145;Item 19145 Redes - Modelo 46;Redes;55;523.05
9153;SKU-19146;Item 19146 Impressão - Modelo 47;Impressão;62;526.52
9154;SKU-19147;Item 19147 Acessórios - Modelo 48;Acessórios;69;529.99
9155;SKU-19148;Item 19148 Armazenamento - Modelo 49;Armazenamento;76;533.46
9156;SKU-19149;Item 19149 Energia - Modelo 50;Energia;83;536.93
9157;SKU-19150;Item 19150 Periféricos - Modelo 51;Periféricos;90;540.40
9158;SKU-19151;Item 19151 Monitores - Modelo 52;Monitores;97;543.87
9159;SKU-19152;Item 19152 Áudio - Modelo 53;Áudio;104;547.34
9160;SKU-19153;Item 19153 Vídeo - Modelo 54;Vídeo;111;550.81
9161;SKU-19154;Item 19154 Computadores - Modelo 55;Computadores;118;554.28
9162;SKU-19155;Item 19155 Redes - Modelo 56;Redes;5;557.75
9163;SKU-19156;Item 19156 Impressão - Modelo 57;Impressão;12;561.22
9164;SKU-19157;Item 19157 Acessórios - Modelo 58;Acessórios;19;564.69
9165;SKU-19158;Item 19158 Armazenamento - Modelo 59;Armazenamento;26;568.16
9166;SKU-19159;Item 19159 Energia - Modelo 60;Energia;33;571.63
9167;SKU-19160;Item 19160 Periféricos - Modelo 61;Periféricos;40;575.10
9168;SKU-19161;Item 19161 Monitores - Modelo 62;Monitores;47;578.57
9169;SKU-19162;Item 19162 Áudio - Modelo 63;Áudio;54;582.04
9170;SKU-19163;Item 19163 Vídeo - Modelo 64;Vídeo;61;585.51
9171;SKU-19164;Item 19164 Computadores - Modelo 65;Computadores;68;588.98
9172;SKU-19165;Item 19165 Redes - Modelo 66;Redes;75;592.45
9173;SKU-19166;Item 19166 Impressão - Modelo 67;Impressão;82;595.92
9174;SKU-19167;Item 19167 Acessórios - Modelo 68;Acessórios;89;599.39
9175;SKU-19168;Item 19168 Armazenamento - Modelo 69;Armazenamento;96;602.86
9176;SKU-19169;Item 19169 Energia - Modelo 70;Energia;103;606.33
9177;SKU-19170;Item 19170 Periféricos - Modelo 71;Periféricos;110;609.80
9178;SKU-19171;Item 19171 Monitores - Modelo 72;Monitores;117;613.27
9179;SKU-19172;Item 19172 Áudio - Modelo 73;Áudio;4;616.74
9180;SKU-19173;Item 19173 Vídeo - Modelo 74;Vídeo;11;620.21
9181;SKU-19174;Item 19174 Computadores - Modelo 75;Computadores;18;623.68
9182;SKU-19175;Item 19175 Redes - Modelo 76;Redes;25;627.15
9183;SKU-19176;Item 19176 Impressão - Modelo 77;Impressão;32;630.62
9184;SKU-19177;Item 19177 Acessórios - Modelo 78;Acessórios;39;634.09
9185;SKU-19178;Item 19178 Armazenamento - Modelo 79;Armazenamento;46;637.56
9186;SKU-19179;Item 19179 Energia - Modelo 80;Energia;53;641.03
9187;SKU-19180;Item 19180 Periféricos - Modelo 81;Periféricos;60;644.50
9188;SKU-19181;Item 19181 Monitores - Modelo 82;Monitores;67;647.97
9189;SKU-19182;Item 19182 Áudio - Modelo 83;Áudio;74;651.44
9190;SKU-19183;Item 19183 Vídeo - Modelo 84;Vídeo;81;654.91
9191;SKU-19184;Item 19184 Computadores - Modelo 85;Computadores;88;658.38
9192;SKU-19185;Item 19185 Redes - Modelo 86;Redes;95;661.85
9193;SKU-19186;Item 19186 Impressão - Modelo 87;Impressão;102;665.32
9194;SKU-19187;Item 19187 Acessórios - Modelo 88;Acessórios;109;668.79
9195;SKU-19188;Item 19188 Armazenamento - Modelo 89;Armazenamento;116;672.26
9196;SKU-19189;Item 19189 Energia - Modelo 90;Energia;3;675.73
9197;SKU-19190;Item 19190 Periféricos - Modelo 91;Periféricos;10;679.20
9198;SKU-19191;Item 19191 Monitores - Modelo 92;Monitores;17;682.67
9199;SKU-19192;Item 19192 Áudio - Modelo 93;Áudio;24;686.14
9200;SKU-19193;Item 19193 Vídeo - Modelo 94;Vídeo;31;689.61
9201;SKU-19194;Item 19194 Computadores - Modelo 95;Computadores;38;693.08
9202;SKU-19195;Item 19195 Redes - Modelo 96;Redes;45;696.55
9203;SKU-19196;Item 19196 Impressão - Modelo 97;Impressão;52;700.02
9204;SKU-19197;Item 19197 Acessórios - Modelo 98;Acessórios;59;703.49
9205;SKU-19198;Item 19198 Armazenamento - Modelo 99;Armazenamento;66;706.96
9206;SKU-19199;Item 19199 Energia - Modelo 100;Energia;73;710.43
9207;SKU-19200;Item 19200 Periféricos - Modelo 1;Periféricos;80;713.90
9208;SKU-19201;Item 19201 Monitores - Modelo 2;Monitores;87;717.37
9209;SKU-19202;Item 19202 Áudio - Modelo 3;Áudio;94;720.84
9210;SKU-19203;Item 19203 Vídeo - Modelo 4;Vídeo;101;724.31
9211;SKU-19204;Item 19204 Computadores - Modelo 5;Computadores;108;727.78
9212;SKU-19205;Item 19205 Redes - Modelo 6;Redes;115;731.25
9213;SKU-19206;Item 19206 Impressão - Modelo 7;Impressão;2;734.72
9214;SKU-19207;Item 19207 Acessórios - Modelo 8;Acessórios;9;738.19
9215;SKU-19208;Item 19208 Armazenamento - Modelo 9;Armazenamento;16;741.66
9216;SKU-19209;Item 19209 Energia - Modelo 10;Energia;23;745.13
9217;SKU-19210;Item 19210 Periféricos - Modelo 11;Periféricos;30;748.60
9218;SKU-19211;Item 19211 Monitores - Modelo 12;Monitores;37;752.07
9219;SKU-19212;Item 19212 Áudio - Modelo 13;Áudio;44;755.54
9220;SKU-19213;Item 19213 Vídeo - Modelo 14;Vídeo;51;759.01
9221;SKU-19214;Item 19214 Computadores - Modelo 15;Computadores;58;762.48
9222;SKU-19215;Item 19215 Redes - Modelo 16;Redes;65;765.95
9223;SKU-19216;Item 19216 Impressão - Modelo 17;Impressão;72;769.42
9224;SKU-19217;Item 19217 Acessórios - Modelo 18;Acessórios;79;772.89
9225;SKU-19218;Item 19218 Armazenamento - Modelo 19;Armazenamento;86;776.36
9226;SKU-19219;Item 19219 Energia - Modelo 20;Energia;93;779.83
9227;SKU-19220;Item 19220 Periféricos - Modelo 21;Periféricos;100;783.30
9228;SKU-19221;Item 19221 Monitores - Modelo 22;Monitores;107;786.77
9229;SKU-19222;Item 19222 Áudio - Modelo 23;Áudio;114;790.24
9230;SKU-19223;Item 19223 Vídeo - Modelo 24;Vídeo;1;793.71
9231;SKU-19224;Item 19224 Computadores - Modelo 25;Computadores;8;797.18
9232;SKU-19225;Item 19225 Redes - Modelo 26;Redes;15;800.65
9233;SKU-19226;Item 19226 Impressão - Modelo 27;Impressão;22;804.12
9234;SKU-19227;Item 19227 Acessórios - Modelo 28;Acessórios;29;807.59
9235;SKU-19228;Item 19228 Armazenamento - Modelo 29;Armazenamento;36;811.06
9236;SKU-19229;Item 19229 Energia - Modelo 30;Energia;43;814.53
9237;SKU-19230;Item 19230 Periféricos - Modelo 31;Periféricos;50;818.00
9238;SKU-19231;Item 19231 Monitores - Modelo 32;Monitores;57;821.47
9239;SKU-19232;Item 19232 Áudio - Modelo 33;Áudio;64;824.94
9240;SKU-19233;Item 19233 Vídeo - Modelo 34;Vídeo;71;828.41
9241;SKU-19234;Item 19234 Computadores - Modelo 35;Computadores;78;831.88
9242;SKU-19235;Item 19235 Redes - Modelo 36;Redes;85;835.35
9243;SKU-19236;Item 19236 Impressão - Modelo 37;Impressão;92;838.82
9244;SKU-19237;Item 19237 Acessórios - Modelo 38;Acessórios;99;842.29
9245;SKU-19238;Item 19238 Armazenamento - Modelo 39;Armazenamento;106;845.76
9246;SKU-19239;Item 19239 Energia - Modelo 40;Energia;113;849.23
9247;SKU-19240;Item 19240 Periféricos - Modelo 41;Periféricos;0;852.70
9248;SKU-19241;Item 19241 Monitores - Modelo 42;Monitores;7;856.17
9249;SKU-19242;Item 19242 Áudio - Modelo 43;Áudio;14;859.64
9250;SKU-19243;Item 19243 Vídeo - Modelo 44;Vídeo;21;863.11
9251;SKU-19244;Item 19244 Computadores - Modelo 45;Computadores;28;866.58
9252;SKU-19245;Item 19245 Redes - Modelo 46;Redes;35;870.05
9253;SKU-19246;Item 19246 Impressão - Modelo 47;Impressão;42;873.52
9254;SKU-19247;Item 19247 Acessórios - Modelo 48;Acessórios;49;876.99
9255;SKU-19248;Item 19248 Armazenamento - Modelo 49;Armazenamento;56;880.46
9256;SKU-19249;Item 19249 Energia - Modelo 50;Energia;63;883.93
9257;SKU-19250;Item 19250 Periféricos - Modelo 51;Periféricos;70;887.40
9258;SKU-19251;Item 19251 Monitores - Modelo 52;Monitores;77;890.87
9259;SKU-19252;Item 19252 Áudio - Modelo 53;Áudio;84;894.34
9260;SKU-19253;Item 19253 Vídeo - Modelo 54;Vídeo;91;897.81
9261;SKU-19254;Item 19254 Computadores - Modelo 55;Computadores;98;901.28
9262;SKU-19255;Item 19255 Redes - Modelo 56;Redes;105;904.75
9263;SKU-19256;Item 19256 Impressão - Modelo 57;Impressão;112;908.22
9264;SKU-19257;Item 19257 Acessórios - Modelo 58;Acessórios;119;911.69
9265;SKU-19258;Item 19258 Armazenamento - Modelo 59;Armazenamento;6;915.16
9266;SKU-19259;Item 19259 Energia - Modelo 60;Energia;13;918.63
9267;SKU-19260;Item 19260 Periféricos - Modelo 61;Periféricos;20;922.10
9268;SKU-19261;Item 19261 Monitores - Modelo 62;Monitores;27;925.57
9269;SKU-19262;Item 19262 Áudio - Modelo 63;Áudio;34;929.04
9270;SKU-19263;Item 19263 Vídeo - Modelo 64;Vídeo;41;932.51
9271;SKU-19264;Item 19264 Computadores - Modelo 65;Computadores;48;935.98
9272;SKU-19265;Item 19265 Redes - Modelo 66;Redes;55;939.45
9273;SKU-19266;Item 19266 Impressão - Modelo 67;Impressão;62;942.92
9274;SKU-19267;Item 19267 Acessórios - Modelo 68;Acessórios;69;946.39
9275;SKU-19268;Item 19268 Armazenamento - Modelo 69;Armazenamento;76;949.86
9276;SKU-19269;Item 19269 Energia - Modelo 70;Energia;83;953.33
9277;SKU-19270;Item 19270 Periféricos - Modelo 71;Periféricos;90;956.80
9278;SKU-19271;Item 19271 Monitores - Modelo 72;Monitores;97;960.27
9279;SKU-19272;Item 19272 Áudio - Modelo 73;Áudio;104;963.74
9280;SKU-19273;Item 19273 Vídeo - Modelo 74;Vídeo;111;967.21
9281;SKU-19274;Item 19274 Computadores - Modelo 75;Computadores;118;970.68
9282;SKU-19275;Item 19275 Redes - Modelo 76;Redes;5;974.15
9283;SKU-19276;Item 19276 Impressão - Modelo 77;Impressão;12;977.62
9284;SKU-19277;Item 19277 Acessórios - Modelo 78;Acessórios;19;981.09
9285;SKU-19278;Item 19278 Armazenamento - Modelo 79;Armazenamento;26;984.56
9286;SKU-19279;Item 19279 Energia - Modelo 80;Energia;33;988.03
9287;SKU-19280;Item 19280 Periféricos - Modelo 81;Periféricos;40;991.50
9288;SKU-19281;Item 19281 Monitores - Modelo 82;Monitores;47;994.97
9289;SKU-19282;Item 19282 Áudio - Modelo 83;Áudio;54;998.44
9290;SKU-19283;Item 19283 Vídeo - Modelo 84;Vídeo;61;1001.91
9291;SKU-19284;Item 19284 Computadores - Modelo 85;Computadores;68;1005.38
9292;SKU-19285;Item 19285 Redes - Modelo 86;Redes;75;1008.85
9293;SKU-19286;Item 19286 Impressão - Modelo 87;Impressão;82;1012.32
9294;SKU-19287;Item 19287 Acessórios - Modelo 88;Acessórios;89;1015.79
9295;SKU-19288;Item 19288 Armazenamento - Modelo 89;Armazenamento;96;1019.26
9296;SKU-19289;Item 19289 Energia - Modelo 90;Energia;103;1022.73
9297;SKU-19290;Item 19290 Periféricos - Modelo 91;Periféricos;110;1026.20
9298;SKU-19291;Item 19291 Monitores - Modelo 92;Monitores;117;1029.67
9299;SKU-19292;Item 19292 Áudio - Modelo 93;Áudio;4;1033.14
9300;SKU-19293;Item 19293 Vídeo - Modelo 94;Vídeo;11;1036.61
9301;SKU-19294;Item 19294 Computadores - Modelo 95;Computadores;18;1040.08
9302;SKU-19295;Item 19295 Redes - Modelo 96;Redes;25;1043.55
9303;SKU-19296;Item 19296 Impressão - Modelo 97;Impressão;32;1047.02
9304;SKU-19297;Item 19297 Acessórios - Modelo 98;Acessórios;39;1050.49
9305;SKU-19298;Item 19298 Armazenamento - Modelo 99;Armazenamento;46;1053.96
9306;SKU-19299;Item 19299 Energia - Modelo 100;Energia;53;1057.43
9307;SKU-19300;Item 19300 Periféricos - Modelo 1;Periféricos;60;1060.90
9308;SKU-19301;Item 19301 Monitores - Modelo 2;Monitores;67;1064.37
9309;SKU-19302;Item 19302 Áudio - Modelo 3;Áudio;74;1067.84
9310;SKU-19303;Item 19303 Vídeo - Modelo 4;Vídeo;81;1071.31
